9000 10000
4122 2028 82
2847 3669 47
3973 859 33
7964 2355 88
485 7498 9
4356 6960 71
6032 2966 44
8849 7755 73
5808 8378 39
3658 5878 2
4159 7359 71
3872 1849 55
505 3955 93
8713 6653 11
6959 4142 8
5870 4516 82
4297 2286 17
478 2851 11
8165 621 26
7614 4594 85
1640 8848 10
1799 2646 67
2792 2374 61
6686 8254 85
342 915 91
6816 3221 64
2569 4774 45
1207 7435 8
472 1929 94
6304 1701 50
1792 417 97
7964 5092 75
1393 4793 38
7523 5125 32
1336 980 63
2268 2389 45
3653 6909 80
8508 6238 46
4298 3799 61
4992 2748 47
6377 2336 74
307 7778 86
7783 3689 31
555 6353 8
362 1734 10
8775 6258 3
1362 5525 28
5186 6523 12
8679 2460 27
7577 8709 82
8749 8191 48
5945 7735 72
8476 1532 57
6020 7597 27
89 2876 9
1601 6777 27
7164 406 84
3732 4807 3
6151 8679 19
1568 6184 94
6934 6931 84
6485 4661 86
3522 178 44
7986 3195 2
981 4 40
5052 5227 48
5255 4041 99
1206 5779 50
5352 8869 6
7399 3055 54
788 5262 89
5972 5645 95
1302 5585 65
8233 2228 78
5787 4062 94
2485 5619 8
6795 1276 98
4045 1184 97
8261 869 50
8103 8889 68
1662 300 70
4949 8983 98
3851 2279 83
2282 8124 96
8410 1618 55
7000 8414 10
8463 6280 71
1876 212 21
6453 6426 65
1867 6667 68
7379 1938 18
49 5537 2
5169 7170 46
5241 8093 88
1681 1590 22
6911 562 71
6389 4802 62
5244 2903 59
5347 7967 49
6878 812 95
2907 8194 70
4335 6881 73
3792 4018 5
4346 3986 76
247 1500 99
8591 1544 99
3504 7627 70
2664 6006 32
3678 4092 19
6445 41 70
8142 2941 92
1176 5691 98
8877 6825 28
1473 3248 32
6319 4054 26
1339 679 60
143 230 33
6874 2011 98
6995 4964 48
431 7463 7
1311 3358 7
485 4508 75
282 2223 77
6719 6586 15
6762 2076 2
2480 2861 17
2951 5108 36
2937 5933 12
8343 6853 68
6295 2930 57
1563 6237 82
2531 7154 70
5094 5245 89
3404 420 63
2229 1929 79
4373 1435 69
4055 7945 66
3582 3904 33
8265 5581 92
8091 6517 32
8038 6637 80
4379 876 62
2719 8484 57
3313 5118 31
1010 6874 22
550 7273 21
5366 5662 42
1316 4075 35
773 6673 47
5754 7942 55
1654 640 27
7359 5244 46
283 7342 16
8868 5405 71
8421 841 91
2391 4063 100
5349 1750 63
7180 7103 59
2703 5748 10
2665 5039 53
8672 4556 25
7175 4907 3
8870 8645 93
7583 3905 23
2578 319 67
535 2710 99
8172 7593 26
8495 1163 71
2097 464 40
6452 3620 42
2258 5784 77
7353 1412 73
3709 5251 76
7178 7425 19
6671 806 27
7349 831 26
1368 2369 73
179 5545 88
6569 3174 9
6618 667 100
5428 5861 76
6901 4397 22
8671 6631 1
8569 7668 5
8702 8533 57
8849 1477 63
8082 3312 45
3631 3824 32
4022 1044 1
7798 4781 75
5519 4362 88
6157 1003 78
2082 2344 15
4601 8987 73
3495 2504 87
5707 2983 4
7965 197 29
3927 2748 59
4436 4361 22
6879 3141 61
175 7691 28
1094 1513 59
6927 1160 28
3382 5989 81
7837 43 91
3672 5000 95
1042 4938 22
8559 7784 97
2851 8129 73
464 2933 69
6101 483 17
5973 1158 49
1124 1562 92
8315 5278 79
1635 8020 70
3963 7688 28
7716 8328 66
2225 3426 80
4829 5470 100
7145 6996 58
2932 5066 33
3026 7800 16
5227 4363 55
2837 5953 29
3402 3415 79
946 7943 55
8889 827 93
4931 4920 2
1344 1330 66
6045 4804 43
8759 8365 31
5754 1039 57
4848 5578 60
1310 4342 42
7186 4449 17
1242 6531 63
5294 7773 74
8348 3628 74
1540 401 62
5455 575 48
7788 8498 42
8954 640 72
4208 8216 12
5437 5796 51
4056 5162 43
6174 3177 1
5825 7979 51
8718 7775 64
4456 4569 71
5322 6485 17
6685 7542 54
8201 6910 61
1201 1100 69
4641 8776 79
2997 5795 90
7017 8215 91
2677 4923 95
4223 5508 60
3580 2984 84
2342 7349 79
5276 4169 53
7584 3551 25
3686 5340 33
8716 3800 97
6683 4896 89
7907 1606 46
3408 4102 64
4568 168 76
1521 8374 5
16 8645 7
5614 7568 49
8694 1684 36
1815 3334 15
1960 5387 10
2989 1967 28
7643 5759 84
7663 7141 85
4856 8682 74
469 4367 49
8349 3232 34
144 2879 28
5537 565 80
7413 6086 27
2557 7228 58
5972 587 11
3603 6737 22
2931 443 54
7366 2489 56
8138 5768 67
8903 7064 30
8246 4915 37
6573 7304 4
1546 490 84
418 6862 67
5579 5029 61
6724 5701 42
6474 8953 64
964 489 13
6200 787 61
2841 3780 37
2935 1729 96
7314 8019 68
7434 7364 52
183 1907 88
3784 747 55
2915 7511 33
1089 6540 5
5792 7691 98
4224 6267 50
6602 2603 80
4549 780 4
6792 704 27
5036 3434 9
7066 3702 17
8641 3284 88
5331 6367 23
5581 2921 76
6509 7705 16
1316 3816 63
8512 3758 98
4622 4325 79
359 4013 9
7891 2594 92
5574 92 37
6816 6527 6
1087 4999 79
7661 102 35
5966 1983 58
3033 454 5
8609 2647 15
7489 1057 15
566 5310 96
1447 5247 74
7204 5159 69
7359 1850 70
8224 4002 76
3455 4907 49
5082 5914 11
6681 4782 19
8059 5898 60
1536 1074 52
4366 3886 12
5771 1004 73
3356 1629 54
3222 7147 73
3182 1646 73
1750 6620 7
5000 5590 92
7005 2543 70
5502 8439 97
8537 7762 13
384 7318 96
6920 8687 77
2090 5142 41
6555 5437 90
4287 248 100
2775 160 73
5855 4673 89
3684 6020 31
615 5379 75
7816 4456 31
6072 2798 89
1695 1914 44
6924 4921 10
8863 6591 87
4593 2232 96
6040 8439 15
5658 1544 4
4111 1421 93
4591 2334 71
6480 270 20
1140 4795 20
5337 1390 68
8407 3065 25
6645 2271 5
1459 5605 13
8076 3956 90
4074 7625 92
4416 4863 79
8813 2788 62
2382 158 75
1515 731 90
2816 4868 24
5497 6090 43
4988 91 16
5354 4307 41
4003 8237 14
3148 3506 81
1274 285 1
1809 7609 11
3499 5751 72
6849 4855 64
7819 3919 87
2134 4322 38
3433 888 9
2372 5607 95
8840 1659 54
323 8466 13
2728 5166 34
5028 8911 25
5187 5570 44
939 6549 85
3994 6051 53
7595 3600 86
8872 122 97
1213 1625 14
5926 5713 3
269 5296 25
5837 3781 31
7350 4951 10
4511 3987 89
976 5761 4
1758 154 45
4961 157 23
2345 8377 2
5199 4933 57
689 627 87
3137 387 37
4579 1739 49
2342 7867 22
2615 5519 33
6255 1861 47
8354 309 3
457 8320 1
1764 4541 30
7692 4148 82
6205 3453 89
5849 3333 83
7779 3169 7
6425 2529 89
3221 6537 91
3540 7550 57
3313 4184 94
4948 6870 43
6777 1170 55
5884 4755 17
2281 3169 86
7415 937 80
1550 7446 79
574 2894 27
4940 5082 93
5494 5423 24
487 2671 32
2909 4491 43
3562 1652 6
7118 4837 6
7304 6019 17
5467 1638 69
6338 6686 17
5408 2458 23
7893 2894 84
7624 6029 100
8783 6230 30
8214 1363 20
1010 8527 44
9000 8533 30
1885 4952 68
8829 3309 9
1872 468 72
2160 2557 25
8433 1214 99
6280 7315 44
2958 89 68
3730 6652 40
3920 1326 1
3753 988 48
4321 8882 41
3370 6417 57
7823 3105 100
6430 5243 92
4252 2818 24
5077 5528 58
1212 178 56
2339 6584 75
2281 1870 96
8174 2062 49
1536 6588 22
2361 4232 27
753 4899 81
4049 1685 74
2934 5996 87
5671 2143 98
101 4164 8
1189 3466 57
4000 328 44
377 2050 21
704 4846 80
5643 5766 37
3657 943 87
2283 6337 90
5261 5600 66
5441 3267 4
8702 3511 62
5461 1131 86
966 1341 35
246 8544 90
872 999 19
8753 1785 88
2746 263 34
1915 8495 11
4434 6544 72
3282 1049 8
393 2783 42
5749 388 91
2941 3910 4
847 8173 40
8538 1995 65
6548 8528 82
4210 6519 40
4044 6708 22
1158 5490 75
3449 7941 63
2999 2079 99
2955 5920 84
8123 6983 22
1723 7061 13
4004 1894 13
837 7530 87
7903 5842 11
4088 886 38
2114 5612 26
8380 81 83
963 4234 38
4827 4454 86
8636 1432 62
1497 8154 9
4817 1689 4
8044 6743 47
4422 6839 10
2211 3747 84
7779 5147 85
7717 1904 6
2990 3167 31
5579 3168 99
4266 2193 91
2229 3932 29
1783 3267 33
4068 7641 31
234 1718 89
7381 3368 14
2638 1972 51
7729 8836 39
585 6669 95
3036 1411 44
1061 4834 17
811 7633 58
8811 5178 59
6429 6848 64
7057 3991 73
6630 8005 37
310 3236 17
2044 3874 55
6784 481 81
8527 3362 92
1032 2358 57
8649 4581 63
8233 131 80
5180 7602 71
97 2499 4
5801 728 52
5533 7737 69
7304 2132 73
4669 1983 11
7967 1231 56
6588 8112 90
6176 1967 21
6521 1443 39
6982 6017 97
2500 1503 63
4486 394 44
8780 7230 100
403 5521 38
4014 3062 48
6981 5004 61
7939 8604 75
6207 3247 61
1842 920 16
4707 5126 86
5080 7970 38
1295 5979 16
7466 5628 7
5615 128 47
1299 1827 24
3309 6726 4
4855 4156 82
3434 5491 59
584 6422 52
5372 3940 77
808 1015 48
7519 6160 70
4223 6397 54
2051 3905 23
4299 3813 1
7437 2406 43
5181 3337 84
8901 6404 87
6063 8073 13
5248 8147 65
1881 1686 50
838 7135 73
997 1567 90
511 3427 6
4523 3135 88
7457 3997 21
6492 838 83
5660 3417 95
2527 1282 11
6087 7250 53
2235 5159 37
3970 3327 19
4264 382 26
1950 8846 26
58 1225 35
2138 1630 82
5966 1617 88
7076 5489 76
4726 473 88
2834 8552 50
4220 24 56
5243 3037 36
4530 5250 99
4838 3660 47
2040 1103 44
6482 8858 4
4434 2183 37
8118 1061 31
5662 4302 59
3173 5873 75
157 6993 65
2229 6497 55
4329 2439 100
5107 6266 29
6910 3271 13
4492 1521 67
1262 1996 83
5162 7899 73
6011 2420 88
2537 1940 98
2568 2354 76
757 7117 75
5816 7652 16
8340 7614 83
504 361 15
2445 3588 15
7276 1193 80
2692 7780 73
7866 2671 83
289 4186 53
141 2180 100
1372 8952 48
4422 604 57
8065 1540 72
5833 2800 34
6598 802 76
6625 2595 100
2554 3565 61
129 4426 13
5896 7175 81
7321 5854 60
8889 6770 43
3693 6137 49
127 2790 33
4463 1777 60
6136 2895 45
4106 1063 22
5574 8517 56
3938 7560 70
2177 6605 56
3632 116 56
687 3919 28
8090 8467 70
7260 6615 87
4681 5147 57
5739 2995 15
1589 8612 67
680 4751 69
4217 1761 15
4244 6208 86
8782 883 75
4508 2959 5
8913 5820 91
4187 4862 38
1626 1311 34
4704 8946 63
1730 6627 47
3667 4864 26
4798 4239 82
3923 7058 96
6158 4086 84
4746 5291 42
7237 1503 18
7775 5665 76
4296 813 68
6184 8905 9
3842 3917 71
6116 4946 89
4550 4993 72
7683 6357 20
6635 5667 82
4807 4365 17
7661 5066 58
4664 3081 42
1865 6493 21
7151 7310 49
4706 1638 96
2967 6647 9
7049 1911 62
6800 3089 32
219 239 73
4673 4388 3
811 844 28
8541 7936 37
1889 2871 24
3997 7694 17
490 7702 74
7203 7495 88
3236 2245 49
4340 98 72
3676 7918 45
212 2762 91
6036 1743 1
8027 1279 15
2819 5369 49
8809 2581 44
8592 4632 66
313 4458 88
2778 399 30
3112 4659 16
4672 3809 83
3839 8858 11
1228 5217 20
125 3160 37
7807 6659 20
4899 1227 19
5191 70 73
5291 6150 47
1250 5308 65
7987 5637 51
6483 6510 42
5255 5247 10
3768 5573 48
1758 2887 15
5458 3073 47
878 6482 39
2875 4796 99
746 5982 51
2179 5132 97
3008 6182 40
7273 7264 67
4828 601 87
108 4094 20
893 5288 56
5771 1442 59
1273 819 96
3712 8353 65
3856 4406 34
1864 5691 48
6651 7653 95
316 1824 66
3310 3519 38
6657 260 62
8173 6961 100
7936 3822 56
6125 5796 35
2058 5836 26
2184 5397 37
4547 2080 28
8916 1171 82
6818 503 41
2419 3695 11
6332 3590 25
4157 2330 32
8452 6262 71
5347 857 59
2405 8782 39
2031 6134 76
3034 5611 65
8873 8344 5
6056 4995 93
4857 4768 49
1953 4447 4
654 3461 48
4484 3065 13
3194 4853 45
2791 6733 72
5686 8252 28
7159 8607 48
2467 3553 44
381 4087 77
3355 8191 89
7595 6282 62
5248 2631 25
3659 4641 18
7769 8663 94
388 7347 9
6861 614 92
1848 4684 53
2217 1129 27
4249 3431 80
475 742 58
5628 2144 68
4875 2462 50
1381 7360 28
6771 5603 9
834 7628 46
7530 5735 41
2138 5925 57
3179 6950 10
2659 3605 26
3371 117 25
6121 6042 36
6173 235 87
5938 6779 81
6812 5519 53
8205 8951 62
2485 2528 64
5870 1918 53
8008 1367 63
3074 4248 43
6484 8744 35
5033 323 42
6120 4468 42
6516 4092 55
4740 4005 75
5564 4944 71
5731 6615 44
1426 2908 30
6814 3521 30
2684 3823 13
8297 6793 47
2575 6552 73
4075 92 62
446 3384 37
8290 2663 95
545 2493 45
2814 6294 100
2165 999 36
6747 152 69
4855 6335 3
641 6730 91
2578 332 74
8749 2370 96
4580 7603 17
351 4077 68
6581 3023 91
8176 5458 65
7564 3052 7
2140 1033 33
8903 6378 76
4891 7999 78
975 2219 86
3716 926 7
3677 6950 27
93 8651 38
2496 1652 24
5141 2672 43
3794 5592 16
326 954 68
2051 2514 92
6096 6113 27
1892 3480 54
5652 3616 25
2388 7408 81
77 8489 38
506 5928 72
2508 2925 90
7207 517 72
7892 5946 97
2321 498 75
356 3027 51
26 6515 1
1825 6657 99
3239 5463 1
6998 8733 14
1827 5069 2
8358 4740 31
1225 2268 12
2955 1037 56
1226 5044 23
661 4617 86
6018 8400 82
7335 5382 62
6433 2394 5
5722 1725 69
267 1319 52
4257 7102 85
511 260 91
5691 722 14
5913 5738 11
3069 5487 3
5552 8651 48
4643 2443 88
2999 6377 90
5390 1978 42
3672 1090 60
4999 380 16
3174 4922 87
3953 1185 24
7697 6947 73
288 5853 22
4654 4543 6
3357 2670 89
6215 3979 88
5078 6102 37
84 8184 10
5880 8928 92
5799 5317 91
7596 4232 25
5299 1001 92
4137 4310 55
973 7679 62
2014 3341 83
5583 6110 32
5651 2278 22
5740 5905 76
8480 7706 9
504 8758 35
506 7807 70
7246 4767 81
7815 1047 41
2484 4028 84
4968 707 15
1154 2544 74
7536 8558 7
3096 7830 61
2150 7832 23
753 5450 17
2822 425 70
5632 6633 55
7679 4774 3
2717 1376 67
987 1257 32
1139 2368 13
6911 5376 54
3857 762 49
2601 2904 47
550 8153 33
6041 6292 58
7746 8476 24
6855 110 2
8262 2011 10
4364 6427 67
3022 3729 13
891 6388 63
7513 5908 73
1208 8959 50
6053 6282 69
6781 2594 95
2549 6405 54
4511 3196 34
2224 7325 91
1992 740 99
2241 981 48
8082 5660 75
6226 6876 51
2851 224 51
3602 575 5
1160 2569 38
1280 6722 59
4382 6102 89
8584 7471 14
4730 1429 10
3931 8964 86
7696 7889 90
1644 1121 96
5799 6581 4
1543 4830 5
677 886 14
5931 7298 98
6378 4403 52
8817 149 83
4333 71 5
3245 8827 92
7314 3745 29
3375 4051 85
2049 1357 38
8850 4817 37
1021 8211 2
3392 6555 96
3027 8027 81
7021 1927 26
2971 4210 87
3946 8885 73
6649 8103 75
3902 8358 74
6622 3841 7
3462 268 48
7486 8457 31
3909 7986 3
4564 2215 12
7698 3812 45
2648 1542 15
579 1274 1
8789 3570 21
3166 2079 35
4534 2452 74
7050 4111 33
6488 786 66
302 4306 22
6786 2657 66
1429 1503 1
7459 3389 13
4630 1848 75
5181 4264 67
1748 4632 42
2991 1432 22
565 6642 74
2410 7569 48
3388 2163 54
6145 4852 17
5236 7025 78
8199 4031 93
307 3426 40
47 275 45
3335 7634 12
5857 6924 35
3761 2140 30
43 1279 99
4386 2943 73
7017 4703 78
2396 1825 35
4814 6422 60
7609 3534 99
5403 4437 33
8121 8537 35
4426 8982 66
5347 3132 6
659 7764 32
8567 1359 54
6336 1129 78
3246 7426 57
6022 6222 100
7974 6320 25
8510 1812 29
6231 1449 56
2723 6591 73
4232 4106 4
4030 954 41
1211 5776 66
8818 7801 37
2840 8910 56
5518 3300 64
4887 5067 91
6716 692 42
2190 8659 100
1131 4341 74
5696 1643 94
4412 5530 77
1682 6632 70
8002 4432 66
7024 5824 40
1233 7654 38
302 5871 28
3433 4260 93
6088 3720 47
3967 8062 80
7454 8864 55
98 7682 50
6646 4106 84
8385 3284 10
3748 4580 1
768 3816 13
7938 4269 51
8167 1834 94
8894 5432 55
730 7088 86
8728 403 58
3789 1726 62
7209 8436 64
3956 1663 24
191 927 49
2033 5530 25
5652 5421 26
6535 2493 35
3783 817 16
4935 4176 94
7472 4792 60
2241 1009 96
5512 3409 100
1628 4357 56
4938 662 17
5012 646 92
8569 60 49
5192 1480 17
7274 7830 94
6173 1517 72
6726 8871 71
1642 3991 65
2919 586 4
3512 2458 61
8922 3882 33
5359 8140 6
8448 1016 96
3033 123 80
6826 6735 18
1495 5034 6
6396 1159 44
7592 1152 2
7394 7829 1
3190 7989 52
6638 5906 21
6320 7145 52
8515 8523 54
6832 8759 65
1796 546 6
6317 985 20
3552 8790 48
4390 3263 5
8833 3846 19
8752 5556 61
8709 4183 42
5416 1654 53
5749 1085 79
1621 8989 32
3896 4498 15
198 3840 11
2833 1107 3
945 6305 81
5230 512 61
5053 2727 48
6236 8844 15
7029 6458 40
3949 6310 52
5296 8045 60
5118 8626 31
4113 2457 68
7950 5798 53
3032 6426 84
5504 2961 33
4470 3924 85
4841 3856 63
4534 7079 60
8293 6213 67
3142 8473 48
3869 5604 9
5444 6287 98
3378 8763 88
3928 5793 33
8066 5414 95
5671 1090 96
7389 7156 89
5243 6227 81
4371 8084 99
6419 7642 19
6735 7886 35
7696 8357 87
1411 7073 21
3631 4743 25
2018 8297 96
7962 4061 65
5619 1839 78
6867 7449 52
7578 4784 50
2394 2439 45
4258 4944 46
571 7670 90
6556 4904 43
2 1392 31
1514 6089 47
286 3334 18
2746 6119 82
8656 3119 74
7964 327 45
7401 6408 74
5085 8867 49
5569 6768 88
7253 1592 84
7494 1222 86
7272 3436 6
2223 6110 70
7579 6162 19
6581 6823 10
6306 2066 35
6838 4095 100
110 3569 23
5976 5134 54
5129 4217 69
8936 2262 95
2573 8172 41
5975 3671 50
6740 6851 56
5476 8797 29
4409 2464 50
8954 7935 99
7059 4066 62
2818 1875 97
3866 5903 64
4242 8309 54
967 4224 78
3524 8024 17
6681 7791 76
780 5358 90
7083 7737 23
4237 2264 92
2276 4210 87
6571 5089 66
1005 5942 21
4127 7709 80
3407 1384 44
4836 284 28
5738 8632 46
3090 4465 56
1069 1605 25
3902 1107 75
5544 456 62
1003 1746 24
8485 4184 75
1895 4626 76
5062 2711 8
4383 5581 48
623 8561 55
2690 7260 86
5996 2529 80
8298 958 17
1909 5452 35
3710 4383 68
6039 1980 31
1690 19 8
894 4684 24
8305 2733 100
2604 2009 64
2185 4469 71
6886 8664 65
5358 4410 50
5305 2151 18
311 2416 64
4595 5766 67
1112 3166 22
5359 1227 45
6918 2845 12
7307 3273 97
5912 5561 72
3890 3777 98
8371 519 66
6101 1004 2
2634 8889 87
6945 4602 40
2557 8618 72
5235 2201 8
3372 4905 40
7650 504 100
6785 1800 93
1295 3423 45
997 6602 93
8925 3245 74
2950 575 23
3470 3699 65
1918 5477 91
4194 2125 43
7799 8146 50
7916 5624 83
2409 8439 78
6926 1971 99
6901 623 79
8954 6485 59
837 5708 20
2409 2782 47
6243 7856 6
7744 8238 14
7973 1885 14
3888 7078 45
1533 7745 93
1452 6386 95
5654 4832 47
1432 2034 91
6921 6854 100
8817 3220 93
1642 6972 16
2894 67 82
3885 4112 39
6575 3876 21
7525 6422 16
687 205 99
1441 5569 92
6754 4037 8
5107 8838 91
3463 3957 91
2747 7985 68
8139 59 63
6521 3733 81
7008 2635 45
1269 2024 15
3284 5800 64
6101 4422 23
6211 4527 74
1807 4483 23
3178 2102 21
1528 1859 4
6076 3183 33
8372 6082 90
259 4838 97
8957 2262 29
7484 4905 90
301 3260 73
962 1268 67
8768 7881 57
2970 3645 35
1295 2056 55
5863 2208 94
6504 4705 97
5263 2212 78
77 7951 74
6986 455 66
163 7917 37
1226 4183 13
1705 4542 45
376 3438 96
7401 7766 99
3058 1525 77
7963 2478 92
2965 1834 79
2208 1978 98
2496 5057 16
6606 5623 13
3008 1601 17
5040 5607 63
4576 3978 77
156 1094 76
2114 1149 74
4756 8306 80
4020 6861 80
58 1358 58
8853 3717 3
3729 1882 66
3354 8949 70
2662 7170 68
561 4674 78
4055 2229 70
7701 1209 47
8974 7771 92
1172 1908 79
7031 8787 64
5261 7505 55
8629 8864 31
5907 374 29
790 293 89
7179 7793 70
1170 4687 33
5421 6682 19
6782 6743 9
4242 6535 60
4349 3735 56
2387 2016 85
565 463 99
177 3356 6
4447 6898 20
655 6336 29
6659 349 57
2389 7375 6
3538 4347 77
1530 2472 67
5345 1239 71
1954 1925 53
8289 6522 25
3358 1527 16
8147 8025 32
782 2228 37
1531 2436 50
4509 478 9
7186 1230 19
5694 2098 59
5565 5656 29
1203 6646 46
6296 970 77
5095 5974 51
6705 6115 79
8590 38 77
5585 3665 70
4462 1629 5
6954 855 53
393 5349 43
6227 4535 94
8850 783 100
8359 531 30
6618 6576 82
2780 8098 41
7685 257 8
3907 5579 78
2771 2278 74
555 8118 39
4903 4569 6
804 7164 7
6275 8900 62
1789 1680 54
2975 3570 30
2460 246 64
3762 7185 36
806 492 32
2848 7548 92
4481 811 42
758 7880 27
5185 2724 43
5172 3645 90
8650 8546 53
5486 545 87
3261 2537 30
8851 3397 12
4463 1420 66
5619 7727 82
7386 734 56
4909 6324 60
7760 5452 56
1822 8500 98
1995 217 52
7801 4732 10
2955 5952 46
538 6577 57
5879 1544 39
4913 306 53
8111 7422 46
1963 5419 16
1592 5083 29
1464 2747 40
29 2572 45
5228 4354 45
6798 8959 98
8763 2638 78
2655 4703 95
1429 5314 51
8883 6041 16
2974 2614 82
4010 1553 51
8332 6593 71
891 7872 6
8515 2460 38
1389 7447 11
7362 5585 24
4535 6386 17
3108 1292 90
3329 8569 32
4565 5227 15
1379 4463 98
8460 1778 73
2667 885 7
142 6722 3
6759 3310 54
4073 979 88
4240 8327 18
2231 1818 64
7603 1343 8
8712 2166 9
5620 3626 15
3651 5432 63
8163 8113 77
1885 7116 30
2599 7185 3
5178 1896 96
5672 2763 72
3158 4745 93
6361 5281 88
5837 4361 85
5555 984 17
1891 7002 37
4677 826 96
3420 1047 29
4571 5717 94
8487 2700 46
2837 3173 21
4450 1118 61
4181 2419 13
5910 1636 80
4319 3049 41
4571 1916 74
1936 4929 43
8618 7992 14
7412 7233 74
716 162 39
8113 4128 90
5673 3136 78
5541 3035 43
552 6361 47
6800 2917 83
1236 6764 25
4505 324 68
7038 7693 72
8355 179 88
7957 8360 40
8340 1200 25
6621 4413 67
2154 3743 80
4492 2133 94
5608 2730 80
4942 2254 33
3918 5395 48
8640 3401 95
6162 5601 43
2481 8538 2
3446 7522 91
1102 7756 75
8643 7766 54
2784 2796 30
8367 7067 39
374 1719 94
8052 7898 94
1214 2447 35
5621 292 16
4881 1976 79
7036 696 49
5971 6571 80
5044 3482 57
2140 2318 85
2293 2648 24
3169 2119 92
7838 158 61
5475 3848 61
593 7836 76
3523 5509 20
1907 7417 78
159 7392 99
7384 2824 38
4344 68 62
5826 5835 66
7635 7977 77
4831 3289 66
1958 7767 60
4200 2556 69
550 2139 86
4880 1123 86
3104 591 89
8740 2258 96
8231 1182 22
166 1240 99
3446 2849 75
523 966 45
6836 4193 20
5028 8511 11
8450 5072 76
5788 3146 97
2473 7573 67
5212 5885 95
2342 4769 91
1585 5610 21
1955 1236 37
4437 1034 64
200 8374 77
7051 1327 9
8738 8537 22
5460 6925 12
2364 471 40
8889 41 13
4294 8116 67
2382 2655 6
286 5870 98
4780 6476 50
4966 781 71
4142 8829 52
1565 543 34
6936 8432 52
6523 1258 9
4732 4415 28
7527 610 87
2499 6247 44
4012 1979 86
8092 551 68
906 5051 97
8133 2572 10
6172 5880 82
7262 908 28
5578 4046 6
7726 8674 27
3452 5993 44
8187 7017 6
7677 3425 52
3950 2238 69
7930 3792 18
2373 178 46
3913 3383 64
8066 8552 91
1129 5756 23
476 666 77
8555 6306 81
1157 955 85
1654 1081 31
8212 3410 33
5662 7830 20
7868 1954 14
3623 3422 63
7413 5735 100
3926 1235 100
2363 5884 15
2580 6470 42
6635 3313 89
8412 6529 53
829 661 7
1196 8035 24
236 6181 51
2245 7806 13
3331 5111 19
3537 3996 23
5007 5299 12
5019 8281 96
4596 583 74
2036 5988 3
4848 5754 32
5315 3190 75
4610 6495 92
3547 1007 82
5137 8820 25
585 6364 43
3798 4481 21
8868 1167 60
950 742 77
2773 5416 7
3652 4009 69
3360 1226 69
8413 2551 54
6207 400 100
7397 434 80
3280 2390 28
6115 379 77
572 2711 41
603 7701 39
1732 8894 2
7980 6583 8
964 3701 76
5287 3058 34
8508 6873 12
336 5819 77
6187 4088 79
4122 1569 92
6474 2018 9
1403 3212 77
8378 8519 34
1652 8208 33
3886 2192 28
8355 3877 99
6269 3229 31
7208 7500 7
2710 6983 35
5049 1074 71
7524 139 57
8505 5627 60
5610 7910 76
4735 5971 58
3224 4343 56
3510 3629 71
7283 1404 18
1893 8511 97
2780 3936 18
4837 8286 40
6334 1152 92
6063 8883 15
622 6142 17
4183 2339 68
7130 3021 58
4469 5682 97
8714 4217 28
1801 6732 2
7495 7281 16
2590 3294 28
7973 8206 65
4373 8126 14
2657 2930 55
8736 6325 7
1804 2909 9
153 2016 65
1826 3450 32
5233 8381 98
1684 8018 39
3555 570 38
718 7245 86
92 2397 19
2313 3864 51
6716 3085 45
2803 387 30
3210 2849 76
1833 8952 22
5910 3051 23
3719 8212 99
1790 7633 93
7766 3115 58
4758 8406 81
4192 2651 25
738 2622 59
1879 6782 84
1501 6401 63
7130 2299 18
7260 4086 94
8296 8725 34
3722 3355 79
7844 569 27
1638 5056 28
2704 1628 66
4358 2542 69
7957 4543 53
2758 8785 8
5266 4511 55
8886 6203 58
6162 1793 55
3205 3063 63
2133 4429 67
4179 1700 55
2931 1009 49
2206 7090 58
4646 2128 96
118 5807 13
929 7085 61
3916 5689 37
4470 7848 35
7449 3009 81
6614 7374 81
3812 1655 43
3857 1141 5
4816 615 19
7824 4064 25
7137 1158 27
3218 423 41
2888 1050 20
5492 29 83
170 1956 9
1824 4000 27
1472 3375 22
3074 4349 27
3485 3477 87
1013 5830 33
6815 3226 75
7083 3951 2
5279 8135 9
8565 59 25
6592 5251 27
4383 6816 48
6099 5892 1
2041 7208 41
8646 3842 58
8300 7210 11
4547 1312 44
1123 3616 60
8628 2843 82
2833 4284 91
2355 112 43
8060 8233 53
1261 5349 58
6441 2664 54
5443 1504 93
3921 2694 45
1284 1027 7
7083 8149 25
2053 6609 92
3675 7168 29
6480 2329 61
5946 4209 91
1408 5241 92
8607 1109 77
8122 3345 96
4498 58 57
3180 8716 67
6349 8020 22
4399 6238 71
7055 4840 27
2425 3856 80
4038 2239 22
5715 7620 61
599 3275 96
3082 5987 13
6715 1008 76
5499 2760 66
1039 4110 84
2063 722 98
3715 3550 73
1930 396 45
3866 2116 43
2759 5728 66
8508 5632 73
872 305 5
7415 835 4
6103 1875 80
6336 4596 60
8701 8389 3
6807 2661 28
1729 1652 42
3074 8265 80
7040 3064 32
7658 1803 76
4565 3168 76
7180 1823 65
6712 6388 67
4839 6416 90
2260 6471 84
2454 6398 34
8436 1078 17
7054 1845 18
4421 5774 1
733 4392 6
4389 6741 21
4096 5456 5
8194 2924 69
1017 2024 40
6509 8525 72
1110 6805 87
4415 4500 68
2619 7694 84
1614 6040 14
4309 8722 17
2293 789 3
1579 7744 8
248 7859 2
6645 6976 16
133 6187 6
5393 5618 82
5632 3175 68
